Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
305,247,41,156,,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet",Telecommunication Company,Hewlett-Packard,China,2013,Industry,25104,0,197937,401664,0,0,,,Cluster,Xeon E5-2650 8C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
306,248,41,157,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",IT Services Provider ,Hewlett-Packard,United States,2013,Industry,13568,0,197801,282214,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
307,249,42,203,,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,"Korea, South",2013,Industry,21492,0,197732.7,395453,0,0,,,Cluster,Xeon E5-2630 6C 2.3GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
308,,44,308,,"Cluster Platform SL250s Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, Infiniband FDR, NVIDIA K20x",NIIFI-Debrecen,Hewlett-Packard,Hungary,2014,Academic,3696,2352,197210,248203.2,0,0,,,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,NVIDIA K20x,8,Intel Xeon E5 (IvyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,Eastern Europe,Europe
309,468,43,468,,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2695v2 12C 2.4GHz, 10G Ethernet",IT Services Provider ,Hewlett-Packard,United States,2014,Industry,14688,0,196700,282009.6,0,0,,,Cluster,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
310,250,41,158,,"Inspur TS10000, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, K20M/Xeon Phi 5110P",Shanghai Jiaotong University,Inspur,China,2013,Academic,8412,1900,196234,262559.6,1671936,0,217.2,903.47,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Redhat Linux,Linux,K20M/Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Inspur TS10000,Inspur Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
311,251,41,274,,"iDataPlex DX360M4, Xeon E5-2690 8C 2.900GHz, Infiniband FDR",Electronics Company,IBM,Japan,2013,Industry,9968,0,195836.7,231257.6,0,0,255.97,765.08,Cluster,Xeon E5-2690 8C 2.9GHz,Intel SandyBridge,2900,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Eastern Asia,Asia
312,252,43,252,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.7GHz, 10G Ethernet",Automotive Services,Hewlett-Packard,United States,2014,Industry,12896,0,195802.3,278553.6,0,0,,,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
313,253,41,136,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Web-Service Provider,Hewlett-Packard,United States,2013,Industry,18496,0,194669.8,384716.8,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
314,254,43,254,Euler,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR",Swiss National Supercomputing Centre (CSCS),Hewlett-Packard,Switzerland,2014,Research,9984,0,194154,215654.4,1737200,0,,,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,Western Europe,Europe
315,256,43,256,,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Automotive,IBM,United States,2014,Industry,10256,0,194032,213325,0,0,223.06,869.86,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
316,255,43,255,,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Automotive,IBM,United States,2014,Industry,10256,0,194032,213325,0,0,223.06,869.86,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
317,450,40,169,Crystal,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",Cray Inc.,Cray Inc.,United States,2014,Vendor,7808,0,193905,287334.4,0,0,,,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,16,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas
318,454,42,328,,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x",Financial Institution,IBM,United States,2013,Industry,4318,2268,193465,258302,0,0,54.6,3543.32,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,NVIDIA K20x,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
319,260,43,260,,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR",IBM Development Engineering,IBM,United States,2014,Vendor,10000,0,193350,200000,0,0,201.83,957.98,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,IBM NeXtScale,Infiniband,Infiniband FDR,North America,Americas
320,257,43,257,,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR",IBM Development Engineering,IBM,United States,2014,Vendor,10000,0,193350,200000,0,0,201.83,957.98,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,IBM NeXtScale,Infiniband,Infiniband FDR,North America,Americas
321,258,43,258,,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR",IBM Development Engineering,IBM,United States,2014,Vendor,10000,0,193350,200000,0,0,201.83,957.98,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,IBM NeXtScale,Infiniband,Infiniband FDR,North America,Americas
322,259,43,259,,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR",IBM Development Engineering,IBM,France,2014,Vendor,10000,0,193350,200000,0,0,201.83,957.98,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,IBM NeXtScale,Infiniband,Infiniband FDR,Western Europe,Europe
323,,44,323,,"Cluster Platform DL360p Gen8, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet",Internet Service,Hewlett-Packard,China,2014,Industry,16632,0,193247,279417.6,0,0,,,Cluster,Intel Xeon E5-2620v2 6C 2.1GHz,Intel IvyBridge,2100,Linux,Linux,None,6,Intel Xeon E5 (IvyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia
324,261,43,261,,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.5GHz, Gigabit Ethernet",Service Provider,Hewlett-Packard,China,2014,Industry,19992,0,193123,399840,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
325,262,43,262,,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, 10G Ethernet",Logistic Services (E),Hewlett-Packard,United States,2014,Industry,12672,0,192759.5,273715.2,0,0,,,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
326,263,41,159,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2013,Industry,13184,0,192522,274227,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
327,,44,327,Sukuriputo Okane,"SGI ICE X, Intel Xeon E5-2695v2 12C 2.4GHz, Infiniband FDR, NVIDIA 2090",C01N,SGI,Australia,2014,Research,46400,18560,192370,1305928,4032000,0,342.5,561.66,Cluster,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,CentOS,Linux,NVIDIA 2090,12,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Australia and New Zealand,Oceania
328,264,41,160,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2013,Industry,13168,0,192302,273894,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
329,265,42,208,Galaxy,"Cray XC30, Intel Xeon E5-2692v2 10C 3.000GHz, Aries interconnect ","Pawsey Supercomputing Centre, Kensington, Western Australia",Cray Inc.,Australia,2013,Research,9440,0,192100,226560,1200000,0,,,MPP,Intel Xeon E5-2690v2 10C 3GHz,Intel IvyBridge,3000,Cray Linux Environment ,Linux,None,10,Intel Xeon E5 (IvyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,Australia and New Zealand,Oceania
330,266,40,123,Ada,"xSeries x3750 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR",CNRS/IDRIS-GENCI,IBM,France,2012,Academic,10624,0,191938,229478,0,0,243.69,787.63,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3750 Cluster,IBM xSeries,Infiniband,Infiniband FDR,Western Europe,Europe
331,267,42,210,Emmy,"NEC LX-2400, Intel Xeon E5-2660v2 10C 2.200GHz, Infiniband QDR",Universitaet Erlangen - Regionales Rechenzentrum Erlangen,NEC,Germany,2013,Academic,11200,0,191500,197120,1951840,0,169,1133.14,Cluster,Intel Xeon E5-2660v2 10C 2.2GHz,Intel IvyBridge,2200,CentOS,Linux,None,10,Intel Xeon E5 (IvyBridge),NEC LX-2400,NEC Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
332,268,35,22,,"BX900 Xeon X5570 2.93GHz , Infiniband QDR",Japan Atomic Energy Agency (JAEA),Fujitsu,Japan,2009,Research,17072,0,191400,200080,2401344,0,831,230.32,Cluster,Xeon X5570 4C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),Fujitsu Cluster,Fujitsu Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
333,269,40,125,,"x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Petroleum Company,IBM,United Kingdom,2012,Industry,10976,0,190953,228301,0,0,285.38,669.12,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Infiniband,Infiniband FDR,Northern Europe,Europe
334,270,42,213,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Service Provider,Hewlett-Packard,United States,2013,Industry,13440,0,190947,279552,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
335,271,33,14,Shaheen,Blue Gene/P Solution,King Abdullah University of Science and Technology,IBM,Saudi Arabia,2009,Academic,65536,0,190900,222822.4,0,0,504,378.77,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Asia,Asia
336,272,41,165,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2013,Industry,15504,0,189651,272870,0,0,,,Cluster,Xeon E5-2660 8C 2.2GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
337,,44,337,,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet",IT Services Provider ,Hewlett-Packard,Russia,2014,Industry,13180,0,189291,295232,0,0,,,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Eastern Europe,Europe
338,,44,338,,"BlueGene/Q, Power BQC 16C 1.6GHz, Custom Interconnect",Dassault Aviation,IBM,France,2014,Industry,16384,0,188967,209715,1409023,0,82,2304.48,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Western Europe,Europe
339,273,40,141,CADMOS BG/Q,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",Ecole Polytechnique Federale de Lausanne,IBM,Switzerland,2012,Academic,16384,0,188967,209715,1409023,0,82.19,2299.15,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Western Europe,Europe
340,274,42,219,,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",IBM Rochester,IBM,United States,2013,Vendor,16384,0,188967,209715,1409023,0,82.19,2299.15,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
341,275,37,109,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM Thomas J. Watson Research Center,IBM,United States,2011,Research,16384,0,188967,209715,1409023,0,82.19,2299.15,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
342,276,40,143,,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Interdisciplinary Centre for Mathematical and Computational Modelling, University of Warsaw",IBM,Poland,2012,Academic,16384,0,188967,209715,1409023,0,82.19,2299.15,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Eastern Europe,Europe
343,277,39,103,,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",University of Rochester,IBM,United States,2012,Academic,16384,0,188967,209715,1409023,0,82.19,2299.15,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
344,278,41,172,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet",Telecommunication Company,Hewlett-Packard,United States,2013,Industry,15424,0,188738,271462,0,0,,,Cluster,Xeon E5-2660 8C 2.2GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
345,279,41,173,OCuLUS (Owl CLUSter),"Clustervision CV-AIRE5, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Universitaet Paderborn - PC2,ClusterVision,Germany,2013,Academic,9600,0,188725,199680,1966080,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Scientific Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Clustervision CV-AIRE5,ClusterVision Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
346,280,39,86,SAGA,"Z24XX/SL390s Cluster, Xeon E5530/E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2090/2070","Vikram Sarabhai Space Centre, Indian Space Research Organisation",Hewlett Packard/WIPRO,India,2012,Research,12532,9432,188700,394760,660000,210000,,,Cluster,Xeon E5645 6C 2.4GHz,Intel Nehalem,2400,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Z24XX/SL390s Cluster,Z24XX/SL390s Cluster,Infiniband,Infiniband QDR,South-central Asia,Asia
347,281,43,281,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.5GHz, 10G Ethernet",IT Service Provider (C),Hewlett-Packard,Netherlands,2014,Industry,13368,0,187551.7,267360,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Western Europe,Europe
348,,44,348,,"Cluster Platform SL210t, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet",Petroleum Company,Hewlett-Packard,United Kingdom,2014,Industry,12000,0,187477,268800,0,0,,,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL210t,HP Cluster Platform 3000SL,10G,10G Ethernet,Northern Europe,Europe
349,282,39,87,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Max-Planck-Gesellschaft MPI/IPP,IBM,Germany,2012,Research,9904,0,187373,206003,0,0,205.72,910.82,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe
350,283,38,54,Carter,"Cluster Platform 3000 SL6500, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, FDR Infiniband",Purdue University,Hewlett-Packard,United States,2011,Academic,10368,0,186900,215654.4,1471712,0,252,741.67,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 SL6500,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
351,284,41,177,,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,23024,0,186888,386803,0,0,,,Cluster,Xeon E5-2450 8C 2.1GHz,Intel SandyBridge,2100,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
352,285,41,178,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",IT Services Provider ,Hewlett-Packard,Japan,2013,Others,12768,0,186782,265574,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Eastern Asia,Asia
353,286,41,179,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,Israel,2013,Industry,12720,0,186118,264576,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Western Asia,Asia
354,287,41,180,,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2013,Industry,24480,0,186111,391680,0,0,,,Cluster,Xeon E5-2650 8C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
355,288,41,181,,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",DOE/Bettis Atomic Power Laboratory,Cray Inc.,United States,2013,Research,10176,0,184809,211661,1886976,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),Cray CS300-AC,Cray CS300,Infiniband,Infiniband QDR,North America,Americas
356,289,41,182,,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Knolls Atomic Power Laboratory,Cray Inc.,United States,2013,Research,10176,0,184809,211661,1886976,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),Cray CS300-AC,Cray CS300,Infiniband,Infiniband QDR,North America,Americas
357,290,39,93,Darwin,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Cambridge University,Dell,United Kingdom,2012,Academic,9728,0,183379,202342,1975952,300000,975,188.08,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Dell PowerEdge C6220,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,Northern Europe,Europe
358,291,41,185,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",Computacenter (UK) LTD,Hewlett-Packard,United Kingdom,2013,Industry,17280,0,182746,359424,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
359,292,41,186,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet",Government,Hewlett-Packard,United States,2013,Government,16480,0,182484,263680,0,0,,,Cluster,Xeon E5-2650 8C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
360,293,32,11,Magic Cube,"Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008",Shanghai Supercomputer Center,Dawning,China,2008,Research,30720,0,180600,233472,0,0,,,Cluster,Opteron Quad Core 4C 1.9GHz,AMD x86_64,1900,Windows HPC 2008,Windows,None,4,Opteron Quad Core,Dawning 5000A,Dawning Cluster,Infiniband,Infiniband DDR,Eastern Asia,Asia
361,,44,361,Storm1,"Cray CS-Storm, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, Nvidia K40m",Cray Inc.,Cray Inc.,United States,2014,Vendor,3080,2640,180200,259424,556800,0,46.46,3878.61,Cluster,Intel Xeon E5-2660v2 10C 2.2GHz,Intel IvyBridge,2200,Linux,Linux,Nvidia K40m,10,Intel Xeon E5 (IvyBridge),Cray CS-Storm,Cray CS-Storm,Infiniband,Infiniband FDR,North America,Americas
362,298,43,298,,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR",Electronics,IBM,United States,2014,Industry,9168,0,180119.5,198029,0,0,254.9,706.63,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Infiniband,Infiniband FDR,North America,Americas
